item_name:string,description:text,price:float,header:string,menu_id:int
Side of Bacon,"Sweet cheese fritters, served with sour cream",6.00 ,Breakfast,36
Beef Stroganoff,"A stew of tender thin slices of beef filet mignon sauteed in a light, creamy mushroom sauce",18.60 ,Entrees,36
Chicken A La Kiev,"Juicy chicken breast held together by a chicken bone, stuffed with butter and herbs, lightly breaded",17.50 ,Entrees,36
Chicken Cutlet,Lightly pan-fried ground chicken with spices,16.00 ,Entrees,36
Golubtsy,"Cabbage rolls stuffed with ground beef, rice and spices, baked and topped with a house made tomato vegetable sauce",17.00 ,Entrees,36
Grilled Salmon,Lamb and rice pilaf,18.00 ,Entrees,36
Cheese Vareniki,"Russian style dumplings with baker's cheese filling, served with sour cream and rasberry jam",13.50 ,Dumplings,36
Cherry Vareniki,"Russian style dumplings with sour cherries inside, served in a rich cherry syrup and sour cream",13.50 ,Dumplings,36
Pelmeni -,"Russian style dumplings with beef and pork filling, served with sour cream",16.00 ,Dumplings,36
Potato Vareniki,"Russian style dumplings with potato and fried onion filling, served with sour cream on the side and topped with crispy fried onions",14.50 ,Dumplings,36
Chiken Pelmeni,"Russian style dumplings with chicken filling, served with sour cream",13.20 ,Dumplings,36
Beef w/ Shredded Egg,Pirogi puff pastry dough w/ filling,7.25 ,Siberian Style Pies,36
Cabbage w/ Butter and Egg,Pirogi puff pastry dough w/ filling,6.75 ,Siberian Style Pies,36
Mushroom and Clear Noodles,Pirogi puff pastry dough w/ filling,7.00 ,Siberian Style Pies,36
Salmon and Clear Noodles,Pirogi puff pastry dough w/ filling,7.50 ,Siberian Style Pies,36
Avocado Toast,on Russian Rye,12.00 ,Sandwiches,36
Butcher's Steak,"Hanger steak, caramelized onion, jalapeo, spicy greens, cayenne mayo",17.00 ,Sandwiches,36
New Chicken Sandwich,"Chicken thigh, roasted peppers, sauerkraut, white cheddar, and Russian mustard",15.50 ,Sandwiches,36
Pulled Chicken Sandwich,"Sliced mozzarella, roasted peppers, spicy greens, pesto spread",15.00 ,Sandwiches,36
Roasted Pepper and Mozzarella Sandwich,"Tuna, cheddar cheese, arugula, mayo",13.00 ,Sandwiches,36
Tomato Mozzarella Sandwich,"Sliced turkey breast, arugula, mayo mustard mix",13.50 ,Sandwiches,36
Tomato Mozzarella Chicken Sandwich,"Roasted pepper, avocado, tomato, sorrel, romesco sauce w/ almonds",17.00 ,Sandwiches,36
Babushka's Chicken Soup,"Shredded chicken, vermicelli, carrots and chicken broth",12.50 ,Soups,36
Barley Soup,"Barley with mushrooms, served hot with sour cream",10.00 ,Soups,36
Borsch Soup,"Chopped vegetables, shredded cabbage, cubed potatoes, and beets in a tomato broth, served hot with sour cream",12.00 ,Soups,36
Kharcho Soup,Lamb and rice soup with aromatic herbs and garlic,15.00 ,Soups,36
Okroshka,Traditional spicy mixed meat soup,12.00 ,Soups,36
Solianka Soup,Russian style dumplings served in meat broth,13.50 ,Soups,36
Beef Piroshki,With sauteed mushrooms and onions,6.00 ,Piroshki,36
Piroshki with Cabbage,"Minimum order of 12, baked(24 hr notice for all orders)",5.50 ,Piroshki,36
Piroshki with Beef and Cheddar,"Minimum order of 12, baked(24 hr notice for all orders)",6.25 ,Piroshki,36
Piroshki with Beef and Gorgonzola,"Minimum order of 12, baked(24 hr notice for all orders)",6.25 ,Piroshki,36
Piroshki with Potato,"Minimum order of 12, baked(24 hr notice for all orders)",5.75 ,Piroshki,36
Cherry Strudel,One pound,8.50 ,Packaged Items,36
Honey Cookies,Bag of cookies,7.20 ,Packaged Items,36
Small Hvorost Cookies,10 per pack,4.50 ,Packaged Items,36
Large Hvorost Cookies,Assortment of a variety of cookies,8.25 ,Packaged Items,36
Blini,Ritual Coffee Beans,11.00 ,Packaged Items,36
Raspberry Strudel,Ritual Coffee Beans,9.00 ,Packaged Items,36
Small Napoleon,Feeds 8-10 people,42.00 ,Whole Cakes,36
Large Napoleon,Feeds 16-20 people,78.00 ,Whole Cakes,36
Small Honey Cake,Feeds 8-10 people,42.00 ,Whole Cakes,36
Large Honey Cake,Feeds 16-20 people,78.00 ,Whole Cakes,36
Cheesecake (Please order 24 hours in advance),Feeds 8-10 people,54.00 ,Whole Cakes,36
Apple Juice,"House made, light refreshing drink made of dried or fresh fruit boiled in water with sugar and left to cool and infuse",3.00 ,Drinks,36
COCOnut Water,Draft kombucha(12oz),6.30 ,Drinks,36
Kanchiku (Junmai),Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kukusui Junmai Ginjo,Must be 21 to purchase.,20.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kubota Senjyu (Bottle),Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Mizbasho Ginjo,Must be 21 to purchase.,20.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kurosawa Nigori,Must be 21 to purchase.,20.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Sho Chiku Bai Nigori,Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Sho Chiku Bai Nigori,Must be 21 to purchase.,12.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Iichito Shochu (B),Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Iichiko Yuzu Fruit Sake,Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Okunomatsu Tokubetsu,Must be 21 to purchase.,20.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Iichiho Shochu (B),Must be 21 to purchase.,55.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kuboto Senju,Must be 21 to purchase.,50.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Okunomatsu Tokubetsu,Must be 21 to purchase.,47.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kikusui Junmal Ginjo,Must be 21 to purchase.,47.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kanchiku,Must be 21 to purchase.,50.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kinsen Plum Sake,Must be 21 to purchase.,25.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Ninki-Ichi Sparkling Sake (Junmai Jinjo),Must be 21 to purchase.,20.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kurosawa Nigori,Must be 21 to purchase.,47.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Mizbasho Sake,Must be 21 to purchase.,47.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
JPOP Grapefruit,Must be 21 to purchase.,7.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
JPOP White Peach,Must be 21 to purchase.,7.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Koshihikari Echigo black,Must be 21 to purchase.,7.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Orion (L),Must be 21 to purchase.,6.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Orion (S),Must be 21 to purchase.,4.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Asahi (L),Must be 21 to purchase.,8.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Asahi (S),Must be 21 to purchase.,6.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kirin (L),Must be 21 to purchase.,8.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Sapporo (L),Must be 21 to purchase.,8.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Sapporo (S),Must be 21 to purchase.,6.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Asahi Black Beer,Must be 21 to purchase.,4.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kawaba Snow Weizen,Must be 21 to purchase.,6.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Kawaba Amber Ale,Must be 21 to purchase.,6.00 ,Alcoholic Beverages (Must be 21 to Purchase),37
Edamame,Served with salt.,4.00 ,Appetizer,37
Seaweed Salad,Served with sesame.,5.00 ,Appetizer,37
Miso Soup,4 pieces with green onion and tempura sauce.,4.00 ,Appetizer,37
Agedashi Tofu,Served with grilled yellowtail collar with salt pepper.,7.00 ,Appetizer,37
Hamachi Kama,Served with ponzu and homemade spicy mayo sauce.,14.00 ,Appetizer,37
Ikayaki,4 pieces shrimp and 9 pieces vegetable.,14.00 ,Appetizer,37
Shrimp and Vegetables Tempura,Served 6 pieces homemade with sesame black vinegar sauce.,14.00 ,Appetizer,37
Coco's Pork Gyoza,Served with homemade tempura sauce.,12.00 ,Appetizer,37
Vegetable Tempura,Served deep-fried aji fish with panko.,10.00 ,Appetizer,37
Aji Fried(4 pcs),"Salmon, mango, cucumber, tomato, avocado and homemade sauce.",9.00 ,Appetizer,37
Alaska Poke (500pm to 900 pm),Grilled beef with teriyaki sauce.,14.00 ,Appetizer,37
Beef Yakitori,Chicken and veggie,9.00 ,Appetizer,37
Chicken Gyoza (6 pcs),Served deep-fried small chicken pieces with homemade spicy sauce.,9.00 ,Appetizer,37
Chicken Karaage,Grilled chicken tight with teriyaki sauce.,9.00 ,Appetizer,37
Chicken Yakitori,Cucumber with miso,8.00 ,Appetizer,37
Cucumber Salad (400pm to 900 pm),Served 6 pieces deep-fried marinated chicken wing lollipop.,6.00 ,Appetizer,37
Grilled Poke Belly,Served with squid fries.,8.00 ,Appetizer,37
House Chicken Wings,Served with homemade mayo sweet vinegar sauce.,10.00 ,Appetizer,37
Ika Karaage,Served grilled Japanese eggplant with miso garlic sauce.,9.00 ,Appetizer,37
Kimchi,Choice grilled or tempura.,4.00 ,Appetizer,37
Mixed Green Salad,4 pieces fried octopus ball with homemade spicy mayo sauce and bonito flakes.,7.00 ,Appetizer,37
Nasu Dengaku,Served with pickled daikon radish.,10.00 ,Appetizer,37
Shishito Pepper,"Tofu with avocado, cucumber, tomato and kaiware.",6.00 ,Appetizer,37
Takoyaki,"Tuna, seaweed salad, , mango, avocado, cucumber and homemade sauce.",9.00 ,Appetizer,37
Takuwan (400 pm to 830 pm),"Served with avocado, cucumber, mango and tomato.",6.00 ,Appetizer,37
Tempura Purple Yam,Slow cooked egg in mashed pumpkin deep fried with spicy mayo and unagi sauce.,7.00 ,Appetizer,37
Tofu Salad (400 pm to 830 pm ),Jalapeo filled with spicy tuna and cream chase and than deep fried topped with spicy Mayo and eel sauce,7.00 ,Appetizer,37
Tonkotsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Tonkotsu Pork Belly Ramen,"Come with bamboo, black mushroom, half slow cook egg, green onion, Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Miso Ramen,"Come with pork shoulder, bean sprout, bamboo, half slow cook egg, green onion, Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Chicken Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Curry Pork Belly,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy, Select no garlic, add fresh garlic, black garlic (extra a dollar for black garlic).",18.00 ,Cocos Ramen,37
Curry Pork Katsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Curry Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy, Select no garlic, add fresh garlic, black garlic ( extra a dollar for black garlic).",18.00 ,Cocos Ramen,37
Miso Pork Belly Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Miso Pork Katsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Seafood Ramen,"No egg Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Shio Pork Belly Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Shio Pork Katsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Shio Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Shoyu Pork Belly Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",18.00 ,Cocos Ramen,37
Shoyu Pork Katsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy.",19.00 ,Cocos Ramen,37
Shoyu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy, select no garlic, add fresh garlic, black garlic ( extra a dollar for black garlic).",18.00 ,Cocos Ramen,37
Tonkotsu Pork Katsu Ramen,"Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy, Select no garlic, add fresh garlic, black garlic ( extra a dollar for black garlic).",19.00 ,Cocos Ramen,37
Veggie Ramen,"Come with half slow cook egg, green onion, pick 3 veggies from tofu, corn, cabbage, bean sprout, seaweed, black mushroom, greens, bamboo Select spicy level from zero spicy, mild spicy, medium spice, spicy, super spicy,.",17.00 ,Cocos Ramen,37
Add black garlic,You can ask add black garlic,2.00 ,Cocos Ramen,37
Albacore Sashimi,Piece of fish.,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Hamachi Sashimi,Piece of fish.,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Kanpachi Sashimi,Piece of fish.,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
King Salmon Sashimi,Piece of fish.,16.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Sake Sashimi,Piece of fish.,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Toro Sashimi,Served with tuna belly.,21.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Tuna Sashimi,Piece of fish.,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Kanpachi Sashimi,Amber Jack,12.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
Tai Sashimi,Red Snapper,9.00 ,3 Piece Sashimi (available 400 pm to 9 00pm),37
49 ers Roll,"Eel, avocado, topped with salmon and lemon.",14.00 ,House Rolls (available 400pm to 900 pm),37
Chaotic Roll,Tempura shrimp avocado roll topped with salmon garlic sauce.,13.00 ,House Rolls (available 400pm to 900 pm),37
Cocos Eel Roll,"Tuna avocado roll topped with grilled eel, mango, peanut, and eel sauce.",16.00 ,House Rolls (available 400pm to 900 pm),37
Cocos Lobster Roll,"Tempura bread Lobster, avocado, spicy tuna, cream cheese, topped with assorted fish, deep-fried, spicy mayo, eel sauce.",20.00 ,House Rolls (available 400pm to 900 pm),37
Cocos Scallop Roll,"Smoked salmon avocado roll, topped with scallop and salmon roe.",16.00 ,House Rolls (available 400pm to 900 pm),37
Cocos Soft Shell Crab Roll,Tempura soft shell avocado roll with salmon and yellowtail on top.,14.00 ,House Rolls (available 400pm to 900 pm),37
Fired Dragon Roll,Tempura shrimp avocado roll topped with spicy tuna and jalapeno.,14.00 ,House Rolls (available 400pm to 900 pm),37
Golden Gate Roll,"Served with snow crab, avocado, topped with salmon, flying fish roe and real gold fakes.",16.00 ,House Rolls (available 400pm to 900 pm),37
Red and White Roll,Spicy tuna avocado roll topped with yellowtail and spicy mayo.,14.00 ,House Rolls (available 400pm to 900 pm),37
Sunset Roll,Salmon avocado roll topped with lemon.,11.00 ,House Rolls (available 400pm to 900 pm),37
Fairytale Yellowtail roll,Chopped yellowtail avocado top with yellowtail and spicy mayo,13.00 ,House Rolls (available 400pm to 900 pm),37
Asparagus Avocado Roll,Served with tempura asparagus.,10.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Avocado Roll,"avocado with cream cheese, jalapeno deep-fried.",9.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Avocado Wonton,"Served with tofu, avocado, cream cheese, jalapeno, deep-fried.",12.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Crazy Veggie Jalapeno,6 pieces with cucumber.,12.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Kappa Roll,Served with mushroom.,8.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Mango Avocado Roll,Served with tempura sweet potato.,10.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Shiitake Roll,6 pieces with picackled daikon radish.,8.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Sweet Potato Roll,Use plum sauce shiso leaf.,9.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Takuwa Roll,"Served with cucumber, avocado.",8.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Ume Shiso Roll,"Served with grilled eggplant, cream cheese.",8.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Veggie Love Roll,"Served with grilled eggplant, avocado, cucumber, tomato wrapped in rice paper.",10.00 ,Vegetarian Roll(available 400pm to 900 pm),37
Veggie Philly Roll,"6 pcs roll ,3 kappa, 3 avocado",12.00 ,Vegetarian Roll(available 400pm to 900 pm),37
12 Pieces Nigiri,"6 kinds daily fish 2 of each, free miso soup",40.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
12 Pieces Sashimi,"6 kinds daily fish 2 of each, free miso soup",40.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
6 Pieces Nigiri,6 kinds daily fish.,21.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
6 Pieces Sashimi,6 kind daily fish.,21.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
Chirashi Don,"10 pcs Assorted fish top with sushi rice, come with miso soup",35.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
Sake don,"10 pcs Salmon fish over sushi rice, come with miso soup",29.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
Tekka Don,"10 pcs Maguro fish over sushi rice, come with miso soup",29.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
Unagi Don,"Grilled eel over rice, come with miso soup",35.00 ,Nigiri Sushi and Sashimi Sets (available 400 pm to 900 pm),37
Albacore Nigir,Sushi laid top of rice.,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Amaebi Nigiri,Salmon roe Sushi laid top of rice.,12.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Ebi Nigiri,Sushi laid top of rice.,8.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Hamachi Nigiri,Served with amber Jack.,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Ikura Nigiri,Sushi laid top of rice.,12.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Inari Nigiri,Sushi laid top of rice.,8.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Kanpachi Nigiri,Sushi laid top of rice.,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
King Salmon Nigiri,Sushi laid top of rice.,12.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Saba Nigiri,Sushi laid top of rice.,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Sake Nigiri,Sushi laid top of rice.,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Tamago Nigiri,Sushi laid top of rice.,8.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Tobiko Nigiri,Sushi laid top of rice.,10.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Toro Nigiri,Sea scallop,16.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Tuna Nigiri,Sea Bass,9.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Unagi Nigiri,Red Snapper,12.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
Hotate Nigiri,Sushi laid top of rice.,12.00 ,2 Piece Nigiri (available 400 pm to 900 pm),37
California Roll,Traditional roll.,9.00 ,House Rolls(available 400 pm to 900 pm),37
Caterpillar Roll,Traditional roll.,15.00 ,House Rolls(available 400 pm to 900 pm),37
Dragon Roll,Traditional roll.,16.00 ,House Rolls(available 400 pm to 900 pm),37
Lion King Roll,Traditional roll.,16.00 ,House Rolls(available 400 pm to 900 pm),37
Philly Roll,Traditional roll.,12.00 ,House Rolls(available 400 pm to 900 pm),37
Rainbow Roll,Traditional roll.,16.00 ,House Rolls(available 400 pm to 900 pm),37
California Real Crab Roll,"Real crab, Avocado, Tobiko",12.00 ,House Rolls(available 400 pm to 900 pm),37
Rock N Roll,"Avocado, grilled eel and masago.",13.00 ,House Rolls(available 400 pm to 900 pm),37
Salmon Skin Roll,Traditional roll.,11.00 ,House Rolls(available 400 pm to 900 pm),37
Spicy Tuna Roll,Traditional roll.,12.00 ,House Rolls(available 400 pm to 900 pm),37
Spider Roll,Traditional roll.,14.00 ,House Rolls(available 400 pm to 900 pm),37
Tempura Shrimp and Avocado Roll,Traditional roll.,13.00 ,House Rolls(available 400 pm to 900 pm),37
Coco's Lobster roll,"tempura lobster, avocado, spicy tuna, cream-cheese, deep fried the roll, top w/ assorted daily fish, spicy mayo, eel sauce",24.00 ,House Rolls(available 400 pm to 900 pm),37
Coco's scallop roll,"smoked salmon, avocado, topped w/ scallop & salmon roe",18.00 ,House Rolls(available 400 pm to 900 pm),37
Red and white roll,"spicy tuna, avocado, topped w/ seared albacore & jalapeno",14.00 ,House Rolls(available 400 pm to 900 pm),37
Fairytale yellowtail roll,"chopped yellowtail , avocado, topped w/ yellowtail & homemade spicy mayo sauce",15.00 ,House Rolls(available 400 pm to 900 pm),37
Spicy kanpachi roll,"avocado, amber jack, green onion",12.00 ,House Rolls(available 400 pm to 900 pm),37
Coco's eel roll,"tuna, avocado, topped w/ eel, mango, peanut, coconut, & eel sauce",18.00 ,House Rolls(available 400 pm to 900 pm),37
Chaotic roll,"tempura shrimp, avocado, topped w/ salmon, & homemade garlic sauce",14.00 ,House Rolls(available 400 pm to 900 pm),37
Fried dragon roll,"tempura shrimp, avocado, topped w/ spicy tuna, & jalapeno",14.00 ,House Rolls(available 400 pm to 900 pm),37
Copco's soft shell crab roll,"tempura soft shell crab, avocado, topped w/salmon,& yellowtail",15.00 ,House Rolls(available 400 pm to 900 pm),37
Sunset roll,"salmon, avocado, scallion, with lemon",12.00 ,House Rolls(available 400 pm to 900 pm),37
49 er roll,"eel, avocado, topped w/ salmon & lomen",15.00 ,House Rolls(available 400 pm to 900 pm),37
Golden gate roll,"snow crab, avocado, topped w/ salmon, flying fish roe, real gold flakes",16.00 ,House Rolls(available 400 pm to 900 pm),37
Garlic Tuna Maki,Served with tuna and fresh garlic.,11.00 ,Traditional roll (available 400 pm to 900 pm ),37
Nigi Hama Maki,Served with yellowtail and scallion.,10.00 ,Traditional roll (available 400 pm to 900 pm ),37
Nigi Toro Maki,Served with tuna belly and scallion.,12.00 ,Traditional roll (available 400 pm to 900 pm ),37
Saba Gari Maki,Served with mackerel and ginger.,10.00 ,Traditional roll (available 400 pm to 900 pm ),37
Sake Maki,Served with salmon.,10.00 ,Traditional roll (available 400 pm to 900 pm ),37
Tekka Maki Roll,Served with tuna.,10.00 ,Traditional roll (available 400 pm to 900 pm ),37
Curry Beef Over Rice Plate,"Grilled beef with curry, miso soup and green salad.",18.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Chicken Katsu Over Rice Plate,"Bread chicken deep fried with curry, miso soup and green salad.",17.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Pork Katsu Over Rice Plate,"Bread pork lion deep fried with curry, miso soup and green salad.",17.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Salmon Over Rice Plate,"Grilled salmon with curry, miso soup and green salad.",19.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Seafood Over Rice Plate,"Steam Mixed seafood shrimps, clams, squids with curry, miso soup, and green salad.",18.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Tempura Shrimp Over Rice Plate,"5 pieces tempura shrimp with curry, miso soup, and green salad.",19.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Tempura Tofu Over Rice Plate,"Agedashi tofu with curry, miso soup and green salad.",16.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Curry Tempura Veggie Over Rice Plate,"Tempura veggies with curry, miso soup and green salad.",16.00 ,Curry Dinner Plate with Miso Soup and Green Salad,37
Sparkling Water,Original and strawberry,4.00 ,Drinks,37
Japanese Soda,Melon or Mango Flavor,4.00 ,Drinks,37
Green Ice Tea,"Carbonated water, organic cane sugar, 100% Yuzu juice, organic Yuzu flavor",4.00 ,Drinks,37
Ginger Ale,"Carbonated water, organic cane sugar, 100% Yuzu juice, white peach juice concentrate, natural flavors",3.00 ,Drinks,37
Coke,"Carbonated water, 100% Yuzu juice, natural flavors",3.00 ,Drinks,37
Diet coke,"Carbonated water, organic cane sugar, 100% Yuzu juice, Apple juice concentrate, natural flavors, fruit and vegetable juice for color, citric acid",3.00 ,Drinks,37
Vegetarian Bento (400 pm to 900 pm),"Avocado roll, Tempura sweet potato roll , Veggie tempura, Miso soup, Mixed green salad",25.00 ,Bento Box (400 pm to 900 pm),37
Combination Bento (400 pm to 900 pm,"California roll, Spicy tuna roll, pork katsu, veggie tempura, Miso soup, Mixed green salad",30.00 ,Bento Box (400 pm to 900 pm),37
Sashimi bento (400 pm to 900 pm),"Sake sashimi, Tuna sashimi, Pork katsu, veggie tempura, Miso soup, Mixed green salad",35.00 ,Bento Box (400 pm to 900 pm),37
Chicken Karaage Rice Bowl,"Steamed white rice topped with crispy chicken karaage ,green onion, sesame and house made spicy mayo sauce",10.00 ,Rice Bowl,37
Arabiki sausage rice bowl,"grilled Japanese style pork sausage, half slow cooked egg, green onion, furikake",12.00 ,Rice Bowl,37
Pork belly rice bowl,"Braised pork belly, half slow cooked egg, green onion, homemade sauce, red ginger",12.00 ,Rice Bowl,37
Chashu rice bowl,"chashu, half slow cooked egg, green onion, red ginger",12.00 ,Rice Bowl,37
Make Your Own Pizza,Build your own Pizza the power is yours,10.00 ,Pizza,38
Margherita Pizza,Vegetarian.,12.00 ,Pizza,38
Pepperoni Pizza,"Tomato sauce, fresh mozzarella and pepperoni.",13.00 ,Pizza,38
Herbivore Pizza,Vegan.,13.00 ,Pizza,38
Franklin Street Pizza,"Tomato sauce, house made sausage, mushroom, red onions, mozzarella.",14.00 ,Pizza,38
Market Street Pizza,Vegetarian.,14.00 ,Pizza,38
Page Street Pizza,"Tomato sauce, ham or bacon, pineapple, black olives, mozzarella.",14.00 ,Pizza,38
Valencia Street Pizza,Vegetarian.,14.00 ,Pizza,38
Gough Street Pizza,"Tomato sauce, prosciutto, asparagus, arugula and mozzarella cheese.",14.00 ,Pizza,38
Fell Street Pizza,"Grilled chicken in house made BBQ sauce, red onions, green onions, cilantro fresh mozzarella, and shredded mozzarella.",14.00 ,Pizza,38
Hayes Street Pizza,"Creamy roasted garlic, chicken, corn, red bell peppers and mozzarella cheese.",14.00 ,Pizza,38
Esperanzas Pizza,Vegetarian.,14.00 ,Pizza,38
Aztec Pizza,"Refried beans, Mexican chorizo, red onions, jalapeno, red and green peppers and cilantro, mozzarella and cheddar cheese.",14.00 ,Pizza,38
Anchovies Pizza,"Tomato sauce, anchovies, black olives, basil, Parmesan and mozzarella cheese.",14.00 ,Pizza,38
Lox Pizza,"Cream cheese, smoked salmon, tomatoes, red onions, garlic and capers.",14.00 ,Pizza,38
Flaming Hot Pizza (Hot Cheetos),Tomato sauce mixed with Hot Cheeto crumbs and mozzarella cheese topped with Hot Cheetos.,12.00 ,Pizza,38
Baked Eggs,"1/2 an avocado, 2 baked eggs nestled on a bed of arugula topped with pickled onions.",8.00 ,Breakfast,38
Eggs Stuck in Traffic,"A baked egg into cut in the middle of house made pan de mi served with arugula, pesto and pickled onions.",9.00 ,Breakfast,38
